Cell line name,Compound A,Compound B,Max. conc. A,Max. conc. B,IC50 A,H A,Einf A,IC50 B,H B,Einf B,Synergy score,QA,Combination ID,Challenge,Dataset
NCI-H520,Topotecan,BCL2,0.03,3,0.03,1.0646453,0.07648394,1,0,100,-6.003777,1,BCL2.Topotecan,ch1,test
CAMA-1,BCL2_2,AKT_1,3,3,0.02949458,10,92.62499489,1.222738559,1.3291012,0,22.45924,1,AKT_1.BCL2_2,ch1,test
HCC70,BCL2_2,AKT_1,3,3,1,0,100,3.00E-04,0.1,89.63786631,-4.785236,1,AKT_1.BCL2_2,ch1,test
MDA-MB-415,BCL2_2,AKT_1,3,3,3,10,64.80063028,0.276957501,1.2965311,43.02539522,14.28034,1,AKT_1.BCL2_2,ch1,test
MDA-MB-468,BCL2_2,AKT_1,3,3,1.186468578,3.6821177,0,1.243089659,1.5524644,49.25255232,5.245708,1,AKT_1.BCL2_2,ch1,test
T47D,BCL2_2,AKT_1,3,3,3,10,1.80017614,0.066121955,1.2838057,30.04141264,1.229123,1,AKT_1.BCL2_2,ch1,test
CAL-120,BCL2_BCL2L1,AKT_1,1,1,0.317658147,0.328293,0,1.00E-04,0.1,67.91577703,19.30702,1,AKT_1.BCL2_BCL2L1,ch1,test
CAL-51,BCL2_BCL2L1,AKT_1,1,1,0.208199529,2.4822326,84.84323547,0.315406352,10,68.19968764,8.474456,1,AKT_1.BCL2_BCL2L1,ch1,test
HCC1428,BCL2_BCL2L1,AKT_1,1,1,0.110312868,1.2498539,10.14569171,1,0,100,28.09125,1,AKT_1.BCL2_BCL2L1,ch1,test
MDA-MB-157,BCL2_BCL2L1,AKT_1,1,1,0.099278644,10,91.7000146,0.11764306,10,81.14943075,17.16189,1,AKT_1.BCL2_BCL2L1,ch1,test
MDA-MB-231,BCL2_BCL2L1,AKT_1,1,1,0.584445624,1.0686201,33.48026499,1,0.3576304,58.64172515,19.36771,1,AKT_1.BCL2_BCL2L1,ch1,test
MDA-MB-436,BCL2_BCL2L1,AKT_1,1,1,1,10,92.60001417,1,10,89.20003778,-5.778118,1,AKT_1.BCL2_BCL2L1,ch1,test
MDA-MB-453,BCL2_BCL2L1,AKT_1,1,1,0.281481737,10,91.89940541,0.073383813,1.2282348,9.06221864,11.85658,1,AKT_1.BCL2_BCL2L1,ch1,test
T-24,BCL2_BCL2L1,ATR_4,0.3,3,1,0,100,1.114265245,10,12.69563445,13.24856,1,ATR_4.BCL2_BCL2L1,ch1,test
BT-20,FGFR,BCL2_BCL2L1,1,1,0.288592966,1.6394179,77.9031202,1,0.4430609,61.31368342,-2.407593,1,BCL2_BCL2L1.FGFR,ch1,test
BT-549,FGFR,BCL2_BCL2L1,1,1,0.051786327,1.0576636,61.98757292,0.097162595,1.1351065,82.11154525,3.005945,1,BCL2_BCL2L1.FGFR,ch1,test
CAL-120,FGFR,BCL2_BCL2L1,1,1,1,0.4345507,48.12085357,0.102566763,1.4958327,33.27189408,19.23609,1,BCL2_BCL2L1.FGFR,ch1,test
MFM-223,FGFR,BCL2_BCL2L1,1,1,0.131323355,0.5010467,1.12229399,0.446355277,1.3680641,54.25452977,27.89164,1,BCL2_BCL2L1.FGFR,ch1,test
M14,FGFR,BCL2_BCL2L1,1,1,1,0,100,0.039332547,0.5503847,2.5775905,-18.60519,1,BCL2_BCL2L1.FGFR,ch1,test
CAL-148,MAP2K_1,BCL2_BCL2L1,1,1,0.018341178,1.293816,87.88799591,0.287815919,2.5868165,41.16815717,27.42698,1,BCL2_BCL2L1.MAP2K_1,ch1,test
HCC1143,MAP2K_1,BCL2_BCL2L1,1,1,0.087328185,0.5168042,37.20056932,0.801592038,1.1468019,17.97075734,22.73498,1,BCL2_BCL2L1.MAP2K_1,ch1,test
HCC1428,MAP2K_1,BCL2_BCL2L1,1,1,1,2.0597229,88.41237616,0.138766403,0.9400804,0,7.58388,1,BCL2_BCL2L1.MAP2K_1,ch1,test
HCC1937,MAP2K_1,BCL2_BCL2L1,1,1,0.053100033,1.1844177,82.82540909,0.29186947,1.5652029,72.0733652,21.72865,1,BCL2_BCL2L1.MAP2K_1,ch1,test
HCC38,MAP2K_1,BCL2_BCL2L1,1,1,0.058587621,3.7796448,90.00571941,0.199138196,3.8224812,10.31065797,-8.975845,1,BCL2_BCL2L1.MAP2K_1,ch1,test
Hs-578-T,MAP2K_1,BCL2_BCL2L1,1,1,0.260598711,1.7016111,78.92818475,0.088659424,10,72.04958557,-28.52749,1,BCL2_BCL2L1.MAP2K_1,ch1,test
MDA-MB-436,MAP2K_1,BCL2_BCL2L1,1,1,0.035775802,0.9231117,62.18500645,0.111258283,10,91.40014097,16.288,1,BCL2_BCL2L1.MAP2K_1,ch1,test
MDA-MB-468,MAP2K_1,BCL2_BCL2L1,1,1,1,0.5543353,68.77446861,0.321539536,0.81742,53.45253132,35.7649,1,BCL2_BCL2L1.MAP2K_1,ch1,test
CAL-120,PIK3CA_4,BCL2_BCL2L1,1,1,1,10,91.20014224,0.151660225,1.1114906,25.86627349,3.892533,1,BCL2_BCL2L1.PIK3CA_4,ch1,test
DU-4475,PIK3CA_4,BCL2_BCL2L1,1,1,0.401593808,2.1904494,42.61925432,1.00E-04,1.3741144,0.21466155,-0.6146134,1,BCL2_BCL2L1.PIK3CA_4,ch1,test
HCC70,PIK3CA_4,BCL2_BCL2L1,1,1,1.00E-04,0.1,88.37407468,1,0,100,-37.18545,1,BCL2_BCL2L1.PIK3CA_4,ch1,test
MDA-MB-157,PIK3CA_4,BCL2_BCL2L1,1,1,0.242613489,10,84.89360147,0.096669465,1.7756778,84.97705373,3.768054,1,BCL2_BCL2L1.PIK3CA_4,ch1,test
MDA-MB-436,PIK3CA_4,BCL2_BCL2L1,1,1,0.421641148,2.0671246,85.54641743,0.256031042,10,89.99950406,5.36587,1,BCL2_BCL2L1.PIK3CA_4,ch1,test
MFM-223,PIK3CA_4,BCL2_BCL2L1,1,1,0.315716074,1.5367795,37.93100518,0.321382918,10,67.99960284,33.91749,1,BCL2_BCL2L1.PIK3CA_4,ch1,test
M14,PIK3CA_4,BCL2_BCL2L1,1,1,1,10,76.40033328,0.036806989,0.8832468,15.64202439,5.604555,1,BCL2_BCL2L1.PIK3CA_4,ch1,test
CAMA-1,BCL2L1,AKT,3,3,1.106463174,10,90.99957826,0.061472264,0.5483672,0,16.64859,1,AKT.BCL2L1,ch1,test
HCC1395,BCL2L1,AKT,3,3,3.00E-04,0.1,70.67767666,0.018526893,1.4014006,34.8944507,-14.62222,1,AKT.BCL2L1,ch1,test
MCF7,BCL2L1,AKT,3,3,3.00E-04,0.1,55.91235331,1.446721909,1.5509286,0,-11.93281,1,AKT.BCL2L1,ch1,test
MDA-MB-361,BCL2L1,AKT,3,3,1.16698135,0.4044942,29.67115871,0.430111387,0.6420235,0,87.9702,1,AKT.BCL2L1,ch1,test
MDA-MB-453,BCL2L1,AKT,3,3,3,0.268595,67.32258371,2.007504174,0.6334267,0,11.06543,1,AKT.BCL2L1,ch1,test
CAMA-1,BCL2L1,AKT_1,3,3,0.000360051,7.8411104,91.04,1.315592364,1.4910524,0,18.34048,1,AKT_1.BCL2L1,ch1,test
HCC1187,BCL2L1,AKT_1,3,3,3,0.1521882,42.60599595,0.075821199,1.0264648,32.20519645,57.2911,1,AKT_1.BCL2L1,ch1,test
HCC1419,BCL2L1,AKT_1,3,3,3,0.2536872,47.09248921,0.123200625,1.0252188,30.96352815,49.41915,1,AKT_1.BCL2L1,ch1,test
MDA-MB-361,BCL2L1,AKT_1,3,3,1.229508668,0.8011362,68.06968849,0.09764462,0.8500762,21.31328371,53.5386,1,AKT_1.BCL2L1,ch1,test
MDA-MB-415,BCL2L1,AKT_1,3,3,0.073254933,0.6051695,84.73875122,0.298742772,0.7899493,27.69593211,86.93647,1,AKT_1.BCL2L1,ch1,test
BT-20,MTOR_1,BCL2L1,1,3,0.095580754,1.478484,36.10912465,0.033444586,10,88.49998032,65.46064,1,BCL2L1.MTOR_1,ch1,test
CAMA-1,MTOR_1,BCL2L1,1,3,0.152371767,2.5042622,20.86265318,3.00E-04,0.1,89.13199583,6.019899,1,BCL2L1.MTOR_1,ch1,test
HCC1395,MTOR_1,BCL2L1,1,3,0.282004835,10,48.29974797,3.00E-04,0.1,70.87304045,-68.96652,1,BCL2L1.MTOR_1,ch1,test
HCC70,MTOR_1,BCL2L1,1,3,0.014388008,0.2584179,0,0.02306901,1.0191729,41.42823966,3.059265,1,BCL2L1.MTOR_1,ch1,test
MDA-MB-436,MTOR_1,BCL2L1,1,3,0.052085528,1.2625371,44.384614,0.112422829,0.9780716,90.88361976,9.960443,1,BCL2L1.MTOR_1,ch1,test
BT-20,PIK3C,BCL2L1,3,3,1.032448259,2.8151521,43.54394225,0.082374988,10,91.76621056,79.94917,1,BCL2L1.PIK3C,ch1,test
HCC1419,PIK3C,BCL2L1,3,3,0.434391289,1.0893954,17.598227,3,0.3048951,41.71781263,44.60856,1,BCL2L1.PIK3C,ch1,test
MCF7,PIK3C,BCL2L1,3,3,0.153224045,1.222832,8.30909228,0.005810252,0.1,48.74587552,7.370791,1,BCL2L1.PIK3C,ch1,test
MDA-MB-361,PIK3C,BCL2L1,3,3,0.318423946,0.939266,0,1.646291208,0.4440287,20.92108473,57.52805,1,BCL2L1.PIK3C,ch1,test
MDA-MB-453,PIK3C,BCL2L1,3,3,1.035410593,1.196122,0,3,0.3631745,85.56081783,17.18134,1,BCL2L1.PIK3C,ch1,test
BT-20,MAP2K_1,BRAF_M2,3,3,0.431124322,0.469998,57.36543513,0.845698302,2.3367231,73.70011626,30.60984,1,BRAF_M2.MAP2K_1,ch1,test
HCC1954,MAP2K_1,BRAF_M2,3,3,0.074006759,0.8534554,54.3057312,3,0.1304067,66.97990582,32.18463,1,BRAF_M2.MAP2K_1,ch1,test
MDA-MB-157,MAP2K_1,BRAF_M2,3,3,0.038248388,0.3330532,53.6672819,0.024989635,0.1,63.24419994,30.16716,1,BRAF_M2.MAP2K_1,ch1,test
MDA-MB-361,MAP2K_1,BRAF_M2,3,3,3.00E-04,0.1,76.26580257,3,0.2604756,32.43488421,34.54197,1,BRAF_M2.MAP2K_1,ch1,test
CAMA-1,MAP2K_3,BRAF_M2,0.3,3,0.3,0.2985731,72.3448631,3,0.3439503,57.35962628,23.38275,1,BRAF_M2.MAP2K_3,ch1,test
HCC1187,MAP2K_3,BRAF_M2,0.3,3,0.090265882,0.7331031,50.03348891,1,0,100,109.6692,1,BRAF_M2.MAP2K_3,ch1,test
HCC1419,MAP2K_3,BRAF_M2,0.3,3,0.3,0.5037625,3.33733174,3,1.7748107,53.62238801,45.38394,1,BRAF_M2.MAP2K_3,ch1,test
HCC1954,MAP2K_3,BRAF_M2,0.3,3,0.011632608,0.3749081,0,3,0.1589546,44.19052785,10.5013,1,BRAF_M2.MAP2K_3,ch1,test
MDA-MB-361,MAP2K_3,BRAF_M2,0.3,3,0.3,0.2561209,48.40172306,3,0.3309533,23.48052302,32.96116,1,BRAF_M2.MAP2K_3,ch1,test
MDA-MB-415,MAP2K_3,BRAF_M2,0.3,3,0.167208924,0.3986153,0,3,0.2694852,74.25591384,-26.68867,1,BRAF_M2.MAP2K_3,ch1,test
NCI-H1975,MAP2K_3,BRAF_M2,0.3,3,0.011464172,1.6819294,24.06904179,0.44871388,1.3182832,72.10891423,39.45584,1,BRAF_M2.MAP2K_3,ch1,test
NCI-H2085,MAP2K_3,BRAF_M2,0.3,3,0.002611974,0.5599582,13.65144679,3.00E-04,0.1,77.84394767,16.86207,1,BRAF_M2.MAP2K_3,ch1,test
NCI-H2291,MAP2K_3,BRAF_M2,0.3,3,0.006107504,0.993825,6.60561211,1.579043797,0.7420077,0,48.74377,1,BRAF_M2.MAP2K_3,ch1,test
NCI-H23,MAP2K_3,BRAF_M2,0.3,3,0.014097569,0.6600921,12.11441147,1.100857846,10,63.49837999,92.25702,1,BRAF_M2.MAP2K_3,ch1,test
NCI-H358,MAP2K_3,BRAF_M2,0.3,3,0.030926784,1.7411436,22.97490357,1,0,100,84.32123,1,BRAF_M2.MAP2K_3,ch1,test
HCC1419,CarboTaxol,ATR_4,0.01,3,0.002590562,10,73.29910274,0.972757061,10,69.39957705,-0.9850543,1,ATR_4.CarboTaxol,ch1,test
HCC1569,CarboTaxol,ATR_4,0.01,3,0.01,0.21376,21.76575409,3,0.3457475,7.60229325,11.03912,1,ATR_4.CarboTaxol,ch1,test
HCC70,CarboTaxol,ATR_4,0.01,3,0.000205909,0.757844,31.62740188,0.001940544,0.2391583,0,-8.361991,1,ATR_4.CarboTaxol,ch1,test
MDA-MB-157,CarboTaxol,ATR_4,0.01,3,0.002044701,1.6265759,7.34407721,1.033183069,10,45.59870804,11.61357,1,ATR_4.CarboTaxol,ch1,test
MDA-MB-468,CarboTaxol,ATR_4,0.01,3,0.000620498,0.8712713,0,0.656927834,0.9994698,22.22697846,31.44411,1,ATR_4.CarboTaxol,ch1,test
NCI-H2085,CarboTaxol,ATR_4,1,3,0.00908262,10,41.12491913,1.190733503,10,67.6968648,2.527115,1,ATR_4.CarboTaxol,ch1,test
NCI-H2228,CarboTaxol,ATR_4,0.003,3,0.00119611,1.279633,0,1.950838337,2.4081602,25.0819005,5.42397,1,ATR_4.CarboTaxol,ch1,test
NCI-H3122,CarboTaxol,ATR_4,0.01,3,0.002753712,10,0,1.0632344,10,18.59744799,-25.48026,1,ATR_4.CarboTaxol,ch1,test
SW900,CarboTaxol,ATR_4,0.01,3,0.001890865,1.7359671,19.8812819,1.31943516,1.8103702,20.81137889,-29.95479,1,ATR_4.CarboTaxol,ch1,test
NCI-H1299,CarboTaxol,BCL2L1,0.01,3,0.003789363,1.7388706,8.93239198,0.204597352,1.2696443,92.59699396,40.06727,1,BCL2L1.CarboTaxol,ch1,test
NCI-H1437,CarboTaxol,BCL2L1,0.003,3,0.00112076,1.0724686,0,0.180776827,1.1139149,74.18521764,12.14456,1,BCL2L1.CarboTaxol,ch1,test
NCI-H1975,CarboTaxol,BCL2L1,0.01,3,0.002998346,10,27.79952812,0.609798554,1.6719887,78.83209083,37.79605,1,BCL2L1.CarboTaxol,ch1,test
NCI-H23,CarboTaxol,BCL2L1,0.01,3,0.002058281,3.8125932,15.52583969,1,0,100,38.05031,1,BCL2L1.CarboTaxol,ch1,test
SW900,CarboTaxol,BCL2L1,0.01,3,0.002185126,0.7483059,0,0.058906888,0.603065,50.4746011,35.75396,1,BCL2L1.CarboTaxol,ch1,test
A549,IAP,CHEK1,3,1,3,0.3573386,46.16629024,0.732862505,1.2807312,0,6.878423,1,CHEK1.IAP,ch1,test
BFTC-905,IAP,CHEK1,3,1,3.00E-04,0.2725697,0,0.234714674,1.8350428,0,-6.269494,1,CHEK1.IAP,ch1,test
HT-1197,IAP,CHEK1,3,1,3,10,8.40016946,0.301193728,10,29.3994347,-4.976149,1,CHEK1.IAP,ch1,test
NCI-H1299,IAP,CHEK1,1,1,0.077645496,1.1799025,34.25384968,0.303325002,10,12.79938976,19.02184,1,CHEK1.IAP,ch1,test
NCI-H23,IAP,CHEK1,1,1,0.006845097,0.4533024,36.60295453,0.206735162,2.80657,11.45711853,3.928881,1,CHEK1.IAP,ch1,test
NCI-H3122,IAP,CHEK1,0.3,1,0.3,0.2641944,46.55295254,0.192822657,2.0083966,0,31.89378,1,CHEK1.IAP,ch1,test
NCI-H520,IAP,CHEK1,3,1,1,0,100,0.28011794,3.3114204,27.03828104,-2.601046,1,CHEK1.IAP,ch1,test
NCI-H522,IAP,CHEK1,0.3,1,0.006774127,0.232902,0,0.380638648,10,37.39600272,4.772228,1,CHEK1.IAP,ch1,test
SW900,IAP,CHEK1,3,1,0.728964708,0.1972552,0,0.229485073,2.5369686,19.86522951,10.98137,1,CHEK1.IAP,ch1,test
T-24,IAP,CHEK1,1,1,1,0.5401121,71.20590009,0.261033914,10,1.09966134,33.94628,1,CHEK1.IAP,ch1,test
HCC1187,Chloroquine,AKT,10,3,0.001,0.1,82.67473119,0.302781935,1.5966416,3.35485108,-13.51719,1,AKT.Chloroquine,ch1,test
HCC1954,Chloroquine,AKT,10,3,3.202415649,10,88.89986257,0.189720199,0.4137915,0,-2.598442,1,AKT.Chloroquine,ch1,test
MDA-MB-157,Chloroquine,AKT,10,3,1,0,100,0.271872968,0.1628438,0,6.166873,1,AKT.Chloroquine,ch1,test
CAMA-1,Chloroquine,AKT_1,0.1,3,0.002582989,0.8484643,11.58870171,0.445120782,0.5533027,0,-17.4975,1,AKT_1.Chloroquine,ch1,test
HCC1419,Chloroquine,AKT_1,10,3,1.191989191,10,87.09935537,0.158475452,1.0878398,34.34746212,14.4883,1,AKT_1.Chloroquine,ch1,test
MDA-MB-361,Chloroquine,AKT_1,10,3,3.37097759,1.0763155,70.48649733,0.084343171,0.7278502,14.64061781,10.34497,1,AKT_1.Chloroquine,ch1,test
MDA-MB-415,Chloroquine,AKT_1,10,3,0.220101984,1.1099641,93.38744376,0.176374196,1.5505511,29.79994979,23.26796,1,AKT_1.Chloroquine,ch1,test
MDA-MB-453,Chloroquine,AKT_1,10,3,0.29366834,10,84.63328415,0.21558547,0.5853244,19.85337451,-0.3049197,1,AKT_1.Chloroquine,ch1,test
HCC1419,PIK3C,Chloroquine,3,10,0.528184247,0.800055,9.69180718,10,0.1551195,18.19906215,-15.90473,1,Chloroquine.PIK3C,ch1,test
HCC1569,PIK3C,Chloroquine,3,10,0.357115825,0.7919289,28.62010062,10,0.1544758,30.22589957,-5.273958,1,Chloroquine.PIK3C,ch1,test
MDA-MB-436,PIK3C,Chloroquine,3,10,1.657990989,0.9222455,35.4389942,10,10,92.60006609,-6.413046,1,Chloroquine.PIK3C,ch1,test
MDA-MB-453,PIK3C,Chloroquine,3,10,1.044043155,1.23629,0,1.093351428,1.5624803,86.19593264,-16.45687,1,Chloroquine.PIK3C,ch1,test
HT-1376,Cisplatin,AKT,3,3,0.903796337,0.9391492,16.80411619,0.220206407,0.7561132,26.16972079,3.553551,1,AKT.Cisplatin,ch1,test
SW780,Cisplatin,AKT,3,3,2.502142647,1.8200491,55.32185464,0.291077151,2.4424353,30.16250157,-8.866575,1,AKT.Cisplatin,ch1,test
T-24,Cisplatin,AKT,3,3,2.717351302,10,0,1,0,100,9.123141,1,AKT.Cisplatin,ch1,test
HT-1197,FGFR,Cisplatin,3,3,3,0.2487653,27.73453757,0.382856772,0.3626157,0,-10.85404,1,Cisplatin.FGFR,ch1,test
HT-1376,FGFR,Cisplatin,3,3,3,10,62.40056241,0.940159555,2.0672411,28.83284979,-12.92327,1,Cisplatin.FGFR,ch1,test
UM-UC-3,FGFR,Cisplatin,3,3,3,0.1897426,84.61706827,1.167520268,2.1600282,0,-4.173575,1,Cisplatin.FGFR,ch1,test
647-V,HDAC_4,Cisplatin,3,3,1.18962648,1.5965713,0,1.238738139,3.0092165,0,10.04104,1,Cisplatin.HDAC_4,ch1,test
HT-1376,HDAC_4,Cisplatin,3,3,0.931595986,1.2320853,18.21076497,1.711871749,0.9694254,0,4.08972,1,Cisplatin.HDAC_4,ch1,test
UM-UC-3,HDAC_4,Cisplatin,3,3,1.326402318,3.8588276,20.11542265,1.253232983,2.4603084,0,2.145652,1,Cisplatin.HDAC_4,ch1,test
647-V,PARP1,Cisplatin,3,3,3,0.6972082,68.03534811,1.449955089,3.2037872,0,22.70569,1,Cisplatin.PARP1,ch1,test
BFTC-905,PARP1,Cisplatin,3,3,3,0.9933389,17.45368152,0.623829959,2.2983987,1.96458404,20.19369,1,Cisplatin.PARP1,ch1,test
HT-1197,PARP1,Cisplatin,3,3,0.745098673,1.7927337,61.06223608,0.405020419,2.7379723,43.38245412,9.688637,1,Cisplatin.PARP1,ch1,test
BFTC-905,PIK3C,Cisplatin,3,3,1.143977556,0.7008276,0,0.496954451,1.5147385,0,6.516105,1,Cisplatin.PIK3C,ch1,test
HT-1197,PIK3C,Cisplatin,3,3,2.492251331,0.4118499,1.94718001,0.178387122,0.6071887,19.81974322,-9.310492,1,Cisplatin.PIK3C,ch1,test
J82,PIK3C,Cisplatin,3,3,1.536398394,0.6444622,0,0.491359844,1.1452514,0,5.223886,1,Cisplatin.PIK3C,ch1,test
EVSA-T,CSNK2A1_2,AKT,10,3,3.346888869,10,10.29840984,0.016786627,10,0,1.05561,1,AKT.CSNK2A1_2,ch1,test
HCC1395,CSNK2A1_2,AKT,0.1,3,0.004515787,1.378456,0.09704396,0.09309948,10,42.66655111,31.19844,1,AKT.CSNK2A1_2,ch1,test
HCC1419,CSNK2A1_2,AKT,0.1,3,0.003641588,1.1618582,18.49384557,0.542413673,0.4871672,0,32.71908,1,AKT.CSNK2A1_2,ch1,test
MDA-MB-157,CSNK2A1_2,AKT,0.1,3,0.009980165,1.3812483,3.40549826,0.292017156,0.2549946,0,22.45946,1,AKT.CSNK2A1_2,ch1,test
MDA-MB-436,CSNK2A1_2,AKT,0.1,3,0.009415855,1.1568113,15.25538645,0.305098484,0.4105131,34.23292056,31.9762,1,AKT.CSNK2A1_2,ch1,test
T47D,CSNK2A1_2,AKT,0.1,3,0.008823486,2.8229599,27.4601731,0.146192598,0.9370782,19.17815528,44.96176,1,AKT.CSNK2A1_2,ch1,test
NCI-H1563,CSNK2A1_2,ALK,0.03,3,0.005417844,0.5682873,0,0.754290457,1.8319487,1.57823387,5.147264,1,ALK.CSNK2A1_2,ch1,test
NCI-H2085,CSNK2A1_2,ALK,0.03,3,0.008803975,0.8132303,0,0.708213562,1.1611067,0,9.019851,1,ALK.CSNK2A1_2,ch1,test
NCI-H2291,CSNK2A1_2,ALK,0.01,3,0.002252933,2.1396115,25.40129153,1.440152182,0.7961276,0,16.91483,1,ALK.CSNK2A1_2,ch1,test
NCI-H522,CSNK2A1_2,ALK,0.03,3,0.0042594,3.86426,8.7613258,1.38726869,1.6529196,0,-15.1212,1,ALK.CSNK2A1_2,ch1,test
NCI-H838,CSNK2A1_2,ALK,0.1,3,0.007432922,2.7826321,5.46802682,0.900819566,1.6197774,0,16.54524,1,ALK.CSNK2A1_2,ch1,test
SW900,CSNK2A1_2,ALK,0.01,3,0.003633001,1.3698433,11.29878632,1.596405604,0.6855835,0,15.03092,1,ALK.CSNK2A1_2,ch1,test
A549,CSNK2A1_2,BCL2,0.1,3,0.015562849,5.6593809,11.39482729,0.114476035,0.9387489,10.96781573,-1.423261,1,BCL2.CSNK2A1_2,ch1,test
NCI-H1299,CSNK2A1_2,BCL2,0.1,3,0.027342399,2.0656588,6.77225003,3,0.3117985,87.66829501,35.57439,1,BCL2.CSNK2A1_2,ch1,test
NCI-H1793,CSNK2A1_2,BCL2,0.1,3,0.011102358,2.2607682,8.72239927,0.364732707,1.4789872,33.68148717,38.79548,1,BCL2.CSNK2A1_2,ch1,test
NCI-H23,CSNK2A1_2,BCL2,0.1,3,0.008584726,1.6344636,8.92163396,0.772515102,10,82.79503065,43.3753,1,BCL2.CSNK2A1_2,ch1,test
NCI-H358,CSNK2A1_2,BCL2,0.1,3,0.010364557,2.9603302,16.00887811,2.894967511,1.0988359,65.33494489,15.49042,1,BCL2.CSNK2A1_2,ch1,test
NCI-H838,CSNK2A1_2,BCL2,0.1,3,0.007516347,2.8331899,5.20697375,3,0.7943412,62.37099187,-0.7409979,1,BCL2.CSNK2A1_2,ch1,test
NCI-H1299,CSNK2A1_2,CarboTaxol,0.1,0.01,0.024823269,1.9588842,6.45479044,0.003061849,10,22.29942827,-18.09584,1,CarboTaxol.CSNK2A1_2,ch1,test
NCI-H1975,CSNK2A1_2,CarboTaxol,0.03,0.01,0.022717917,2.3755202,0,0.00252952,3.3479375,25.77505686,-15.92722,1,CarboTaxol.CSNK2A1_2,ch1,test
NCI-H358,CSNK2A1_2,CarboTaxol,0.1,0.01,0.010343955,10,17.59896722,0.001810512,2.1065406,34.31395232,-11.21492,1,CarboTaxol.CSNK2A1_2,ch1,test
NCI-H522,CSNK2A1_2,CarboTaxol,0.03,0.01,0.003809814,3.7127039,7.77408891,0.001835205,3.3449707,11.65536854,-4.471473,1,CarboTaxol.CSNK2A1_2,ch1,test
NCI-H838,CSNK2A1_2,CarboTaxol,0.1,0.01,0.009488482,2.6343486,4.09237937,0.001448544,3.6843486,3.29447593,-13.9775,1,CarboTaxol.CSNK2A1_2,ch1,test
A549,CSNK2A1_2,Carboplatin,0.1,3,0.015112221,4.462467,9.72153814,1,0,100,12.49549,1,Carboplatin.CSNK2A1_2,ch1,test
Calu-3,CSNK2A1_2,Carboplatin,0.03,3,0.03,10,11.00059578,1.396358411,10,82.49164792,-28.23959,1,Carboplatin.CSNK2A1_2,ch1,test
NCI-H1437,CSNK2A1_2,Carboplatin,0.1,3,0.009891581,10,13.69932827,1.586245433,1.0540708,0,-18.86533,1,Carboplatin.CSNK2A1_2,ch1,test
NCI-H1703,CSNK2A1_2,Carboplatin,0.1,3,0.010429255,3.539781,11.90891785,3,0.5525858,86.24501915,-10.50651,1,Carboplatin.CSNK2A1_2,ch1,test
NCI-H1975,CSNK2A1_2,Carboplatin,0.03,3,0.020240663,1.7147253,0,1.382527139,10,94.69771016,0.4050262,1,Carboplatin.CSNK2A1_2,ch1,test
NCI-H2085,CSNK2A1_2,Carboplatin,0.03,3,0.006319784,1.2698691,23.76242326,3,0.5406484,57.59712747,10.11349,1,Carboplatin.CSNK2A1_2,ch1,test
Calu-6,Gemcitabine,CSNK2A1_2,0.1,0.03,0.007459191,2.8074816,19.08293653,0.008611223,1.9516018,11.19829841,-6.669868,1,CSNK2A1_2.Gemcitabine,ch1,test
NCI-H1299,Gemcitabine,CSNK2A1_2,0.01,0.1,0.00233503,4.751752,7.80794941,0.027940666,2.6384684,9.58753453,-11.92074,1,CSNK2A1_2.Gemcitabine,ch1,test
NCI-H1703,Gemcitabine,CSNK2A1_2,0.01,0.1,0.001317696,2.3981174,8.53781963,0.01075331,3.0045105,10.82934974,-12.59729,1,CSNK2A1_2.Gemcitabine,ch1,test
NCI-H2085,Gemcitabine,CSNK2A1_2,1,0.03,0.060961201,1.0453604,30.13764348,0.008509403,0.9319621,14.12065869,18.45802,1,CSNK2A1_2.Gemcitabine,ch1,test
NCI-H838,Gemcitabine,CSNK2A1_2,0.1,0.1,0.007367271,4.9142654,3.15188625,0.0068489,3.319694,7.50814288,-1.950197,1,CSNK2A1_2.Gemcitabine,ch1,test
A549,SYK,CSNK2A1_2,3,0.1,3,3.1841877,47.60272238,0.016103092,4.0259759,8.7824004,14.82791,1,CSNK2A1_2.SYK,ch1,test
Calu-6,SYK,CSNK2A1_2,3,0.03,3,10,48.60034558,0.009306569,2.2870117,12.78274602,17.66422,1,CSNK2A1_2.SYK,ch1,test
NCI-H1437,SYK,CSNK2A1_2,3,0.1,3,1.1824027,11.90711006,0.010467706,4.2926142,13.66908372,24.36229,1,CSNK2A1_2.SYK,ch1,test
NCI-H2085,SYK,CSNK2A1_2,3,0.03,1.92288064,1.8066484,0,0.009218302,1.233976,11.64147761,28.10289,1,CSNK2A1_2.SYK,ch1,test
NCI-H2228,SYK,CSNK2A1_2,3,0.1,2.14724592,1.0482416,0,0.05416077,1.1427024,7.34303995,29.22125,1,CSNK2A1_2.SYK,ch1,test
NCI-H23,SYK,CSNK2A1_2,3,0.1,1.876286962,2.6046574,0,0.011824264,2.1262986,12.5772844,33.10539,1,CSNK2A1_2.SYK,ch1,test
647-V,PARP1,EG5,3,0.003,3,0.5675087,78.56038675,0.002304755,5.6244641,0,-10.8106,1,EG5.PARP1,ch1,test
UM-UC-3,PARP1,EG5,3,0.003,3,0.6826781,84.87040079,0.001291316,10,87.49727083,-6.521721,1,EG5.PARP1,ch1,test
VM-CUB-1,PARP1,EG5,3,0.003,0.398444771,10,73.80131613,1,0,100,-38.75583,1,EG5.PARP1,ch1,test
