CELL_LINE	TISSUE	COMPOUND_A	COMPOUND_B	MAX_CONC_A	IC50_A	H_A	Einf_A	MAX_CONC_B	IC50_B	H_B	Einf_B	SYNERGY_SCORE	COMBINATION_ID	DATASET	SYNERGY_PRED
HT-1376	Bladder	IAP	ERBB	3	0.093981381	0.1851546	0	1	0.104435353	1.1988001	42.99802324	73.72713	ERBB.IAP	test	1.5388608
647-V	Bladder	MAP2K_1	ERBB	1	0.239609145	1.2535637	68.93244273	0.1	0.029671845	10	81.79990161	25.39237	ERBB.MAP2K_1	test	30.576338
BFTC-905	Bladder	MAP2K_1	ERBB	3	1.520908091	1.0914927	0.15921648	3	3	0.2184257	79.99942197	107.561	ERBB.MAP2K_1	test	55.48058
HCC1187	breast	MAP2K_1	ERBB	1	0.030887989	0.9517728	54.13664512	1	1	0	100	23.4533	ERBB.MAP2K_1	test	28.84255
HCC1395	breast	MAP2K_1	ERBB	1	0.200027023	0.8027332	79.57496107	1	1	0	100	18.32448	ERBB.MAP2K_1	test	38.294178
HCC1428	breast	MAP2K_1	ERBB	1	1	0	100	1	0.316011569	10	88.19985653	-11.90144	ERBB.MAP2K_1	test	11.567313
J82	Bladder	MAP2K_1	ERBB	3	3	0.2584459	21.02740996	3	0.452954135	0.3777033	76.99069533	2.134789	ERBB.MAP2K_1	test	36.636
MDA-MB-157	breast	MAP2K_1	ERBB	1	0.08949745	10	75.79987496	1	1	1.5485891	75.39870527	31.93444	ERBB.MAP2K_1	test	50.625767
MFM-223	breast	MAP2K_1	ERBB	1	1	10	93.80009681	1	1	0	100	-18.62169	ERBB.MAP2K_1	test	17.387661
T-24	Bladder	MAP2K_1	ERBB	3	0.222937698	1.2648973	28.48498389	3	3	10	86.40041335	53.41115	ERBB.MAP2K_1	test	32.98656
BT-549	breast	MTOR_1	ERBB	1	0.283710413	2.1697924	27.11054524	1	1	0	100	2.394578	ERBB.MTOR_1	test	7.3027306
CAL-148	breast	MTOR_1	ERBB	1	0.201717255	1.0666417	71.22667698	1	1	0	100	-8.478035	ERBB.MTOR_1	test	11.696917
HCC1419	breast	MTOR_1	ERBB	1	0.138589887	1.9111503	23.03172678	3	0.134053857	1.2104353	19.2516493	16.82992	ERBB.MTOR_1	test	31.524458
HCC38	breast	MTOR_1	ERBB	1	1	0.994004	26.00144694	1	1	0.9781797	63.03172194	14.10634	ERBB.MTOR_1	test	21.4471
MCF7	breast	MTOR_1	ERBB	1	0.034622454	0.8468937	3.45157505	3	0.003754087	0.548522	65.54669229	8.461941	ERBB.MTOR_1	test	26.852522
MDA-MB-436	breast	MTOR_1	ERBB	1	0.047902677	0.884528	38.06224221	3	3	0.4702753	81.4992278	9.996269	ERBB.MTOR_1	test	9.24673
T47D	breast	MTOR_1	ERBB	1	0.079690723	1.0772013	11.35562975	3	3	0.4837382	32.87599324	36.37694	ERBB.MTOR_1	test	14.684707
HCC1143	breast	PIK3CA_4	ERBB	1	1	0.7170296	49.08083947	1	0.022906513	0.6355135	54.6147196	18.47283	ERBB.PIK3CA_4	test	-5.8803887
HCC1395	breast	PIK3CA_4	ERBB	1	1	10	78.00004715	1	0.0001	0.1	87.14565054	-29.77824	ERBB.PIK3CA_4	test	-2.8715086
HCC70	breast	PIK3CA_4	ERBB	1	1	10	89.200158	1	1	0	100	-44.50688	ERBB.PIK3CA_4	test	-9.979143
MDA-MB-157	breast	PIK3CA_4	ERBB	1	1	1.0417802	61.08160068	1	0.231941621	4.4783312	77.36707941	25.23487	ERBB.PIK3CA_4	test	12.304465
MDA-MB-231	breast	PIK3CA_4	ERBB	1	0.143616315	0.7672603	87.4185235	1	1	10	94.20000474	-11.89811	ERBB.PIK3CA_4	test	-4.354543
MDA-MB-453	breast	PIK3CA_4	ERBB	1	0.189480742	1.0781851	2.16660258	1	0.285128576	10	54.19961719	19.02323	ERBB.PIK3CA_4	test	3.052815
CAL-120	breast	ESR1	AKT_1	1	1	0	100	1	1	0	100	14.58372	AKT_1.ESR1	test	-4.6798725
HCC1187	breast	ESR1	AKT_1	1	1	0	100	1	0.100383294	1.1681908	40.85091037	-0.4840531	AKT_1.ESR1	test	0.40227944
HCC1395	breast	ESR1	AKT_1	1	1	0	100	1	0.347457927	1.4551575	44.03163477	2.006646	AKT_1.ESR1	test	1.2370801
HCC1428	breast	ESR1	AKT_1	1	0.282854822	10	57.69977889	1	0.098314411	10	91.15001071	0.2832427	AKT_1.ESR1	test	-1.6688803
HCC70	breast	ESR1	AKT_1	1	1	0	100	1	0.20269852	1.5405553	27.67867595	-9.88224	AKT_1.ESR1	test	-3.9210668
MDA-MB-453	breast	ESR1	AKT_1	1	1	0	100	1	0.063674883	0.9642881	4.97318024	-3.171562	AKT_1.ESR1	test	5.6685553
M14	melanoma	ESR1	AKT_1	1	0.038486457	1.0853417	86.76157065	1	1	0.4504276	50.34340797	-2.980538	AKT_1.ESR1	test	5.037147
CAMA-1	breast	FGFR	ESR1	1	1	0	100	1	0.090733973	1.2074337	54.26704057	38.30885	ESR1.FGFR	test	-9.916391
HCC1143	breast	FGFR	ESR1	1	1	0	100	1	1	0	100	0.2289708	ESR1.FGFR	test	-7.219048
HCC1428	breast	FGFR	ESR1	1	1	0	100	1	0.223638708	4.5002236	57.05334028	1.789516	ESR1.FGFR	test	-6.4977384
Hs-578-T	breast	FGFR	ESR1	1	0.056311814	10	86.7016829	1	0.02205684	10	92.72061079	-0.1283953	ESR1.FGFR	test	-6.9023104
MDA-MB-231	breast	FGFR	ESR1	1	1	10	84.00004718	1	1	0	100	-1.08766	ESR1.FGFR	test	-4.410127
MDA-MB-453	breast	FGFR	ESR1	1	0.16526813	4.3120132	26.32158906	1	0.016757465	4.4527382	94.60530849	-8.991057	ESR1.FGFR	test	0.6314295
MDA-MB-468	breast	FGFR	ESR1	1	0.397485938	10	94.69947799	1	1	0	100	5.945125	ESR1.FGFR	test	2.5634918
BT-20	breast	MAP2K_1	ESR1	1	0.125319196	0.7021247	37.855397	1	1	0.2836438	88.05038985	-0.236799	ESR1.MAP2K_1	test	18.56254
BT-549	breast	MAP2K_1	ESR1	1	0.299661159	1.917928	75.45901362	1	1	10	81.8001445	3.431602	ESR1.MAP2K_1	test	-0.14623588
CAMA-1	breast	MAP2K_1	ESR1	1	1	0	100	1	0.049179293	1.0139228	50.87084702	27.68873	ESR1.MAP2K_1	test	5.7688394
HCC1806	breast	MAP2K_1	ESR1	1	0.293039511	1.2739146	24.05600828	1	1	0	100	11.3585	ESR1.MAP2K_1	test	10.261575
HCC38	breast	MAP2K_1	ESR1	1	1	10	87.20002824	1	1	0	100	25.55532	ESR1.MAP2K_1	test	7.770351
MDA-MB-436	breast	MAP2K_1	ESR1	1	1	0.3894473	16.33894163	1	1	0	100	10.64137	ESR1.MAP2K_1	test	5.6091466
M14	melanoma	MAP2K_1	ESR1	1	0.259646576	10	31.2955798	1	1	0	100	22.30326	ESR1.MAP2K_1	test	9.1392145
BT-20	breast	MTOR_1	ESR1	1	0.52531213	1.0948947	2.16404988	1	1	0.7461676	68.4187341	9.157825	ESR1.MTOR_1	test	10.964826
HCC1395	breast	MTOR_1	ESR1	1	0.419904114	1.1884826	22.12570534	1	1	0	100	2.909466	ESR1.MTOR_1	test	-0.34209675
HCC1428	breast	MTOR_1	ESR1	1	0.649054126	1.5191649	24.45466124	1	0.282805656	10	62.69972352	10.09984	ESR1.MTOR_1	test	-2.913968
MDA-MB-436	breast	MTOR_1	ESR1	1	0.165401114	2.1774657	25.88312515	1	1	0	100	9.414738	ESR1.MTOR_1	test	-1.560071
MDA-MB-468	breast	MTOR_1	ESR1	1	1	10	79.00006611	1	1	0	100	3.552889	ESR1.MTOR_1	test	6.804484
MFM-223	breast	MTOR_1	ESR1	1	0.28200301	10	34.29955169	1	1	0	100	16.45679	ESR1.MTOR_1	test	-2.0106835
M14	melanoma	MTOR_1	ESR1	1	0.320179847	9.999995	68.19963999	1	1	0	100	0.3529098	ESR1.MTOR_1	test	0.48601133
HCC1395	breast	ESR1_1	AKT_1	3	3	0.2174519	14.48923838	3	0.976591124	0.3939835	0	-58.40025	AKT_1.ESR1_1	test	20.198034
HCC1954	breast	ESR1_1	AKT_1	3	3	1.0119728	47.97146806	3	1.709494291	1.2216738	0	33.08171	AKT_1.ESR1_1	test	38.49768
MDA-MB-157	breast	ESR1_1	AKT_1	3	3	0.8674472	72.03590543	3	3	0.1084143	49.02707571	9.354758	AKT_1.ESR1_1	test	24.761915
MDA-MB-453	breast	ESR1_1	AKT_1	3	3	2.2747373	54.8594963	3	0.046864279	1.0701176	52.66453915	-1.972746	AKT_1.ESR1_1	test	14.637984
T47D	breast	ESR1_1	AKT_1	3	0.0003	0.1	30.80511028	3	0.024201653	0.9910412	31.43419901	50.85177	AKT_1.ESR1_1	test	11.393843
CAMA-1	breast	MTOR_1	ESR1_1	1	0.100139191	0.6136733	0	3	0.013473368	0.93461	27.13448813	14.51306	ESR1_1.MTOR_1	test	14.683497
EVSA-T	breast	MTOR_1	ESR1_1	1	0.130113356	0.9346954	0	3	3	0.7513017	14.02306327	5.35291	ESR1_1.MTOR_1	test	14.379827
MCF7	breast	MTOR_1	ESR1_1	1	0.072792534	1.5589314	10.64178974	3	0.5048033	0.126678	0	43.65398	ESR1_1.MTOR_1	test	26.310587
MDA-MB-157	breast	MTOR_1	ESR1_1	1	0.331292789	0.6634771	0	3	1	0	100	-5.470748	ESR1_1.MTOR_1	test	31.023891
EVSA-T	breast	PIK3C	ESR1_1	3	0.606962127	1.2967884	0	3	3	0.2993546	24.39941325	3.834551	ESR1_1.PIK3C	test	19.397451
HCC1187	breast	PIK3C	ESR1_1	3	0.492732193	0.9262957	0	3	3	10	69.8000608	-9.524496	ESR1_1.PIK3C	test	14.905647
HCC1419	breast	PIK3C	ESR1_1	3	0.612648946	2.4335107	33.5790084	3	3	0.1834778	63.67611737	49.42004	ESR1_1.PIK3C	test	31.074682
MDA-MB-415	breast	PIK3C	ESR1_1	3	1.998264755	1.0648338	0	3	0.01630744	0.1	61.22836666	13.63751	ESR1_1.PIK3C	test	28.097849
MDA-MB-436	breast	PIK3C	ESR1_1	3	1.021527375	1.7148595	56.11210399	3	0.0003	0.1	89.86736382	9.306111	ESR1_1.PIK3C	test	17.997068
HCC1954	breast	MTOR_1	ESR1_3	1	0.055037166	1.0169235	13.07077511	3	0.00199982	0.1	57.24770341	11.49364	ESR1_3.MTOR_1	test	35.985966
MDA-MB-157	breast	MTOR_1	ESR1_3	1	0.155983647	0.4441043	0	3	0.0003	0.1143723	62.27016759	-13.34285	ESR1_3.MTOR_1	test	35.131012
MDA-MB-415	breast	MTOR_1	ESR1_3	1	0.081283987	1.3408494	14.97716836	3	0.374800804	10	88.69977759	32.21889	ESR1_3.MTOR_1	test	19.95446
MDA-MB-453	breast	MTOR_1	ESR1_3	1	0.047438275	0.6525974	21.45588965	3	2.999999992	0.6829303	80.69031498	-26.95607	ESR1_3.MTOR_1	test	19.222733
T47D	breast	MTOR_1	ESR1_3	1	0.042097166	1.035398	20.00152773	3	0.163654986	0.4261588	39.01057988	4.161831	ESR1_3.MTOR_1	test	7.895696
BT-549	breast	FASN	BCL2_BCL2L1	1	1	0.3300342	71.79919948	1	0.127182511	1.3028588	76.09177867	12.94236	BCL2_BCL2L1.FASN	test	-0.06194181
DU-4475	breast	FASN	BCL2_BCL2L1	1	1	0.4908271	54.16200824	1	0.005821928	4.2323848	0	2.207786	BCL2_BCL2L1.FASN	test	7.4990754
HCC1187	breast	FASN	BCL2_BCL2L1	1	0.283677389	10	93.39989994	1	1	0	100	14.98927	BCL2_BCL2L1.FASN	test	1.0322894
Hs-578-T	breast	FASN	BCL2_BCL2L1	1	0.172639932	10	92.691137	1	0.068470117	1.9186196	72.65263836	-14.58089	BCL2_BCL2L1.FASN	test	7.9211984
MDA-MB-157	breast	FASN	BCL2_BCL2L1	1	1	0	100	1	1	10	90.00012293	28.63123	BCL2_BCL2L1.FASN	test	12.473758
MDA-MB-453	breast	FASN	BCL2_BCL2L1	1	0.200993303	3.3213385	86.22850519	1	1	1.0022601	53.77814307	17.89438	BCL2_BCL2L1.FASN	test	13.99903
CAL-120	breast	MAP2K_1	FASN	1	1	0	100	1	0.315723652	10	94.39994379	1.577508	FASN.MAP2K_1	test	-1.0430117
CAL-51	breast	MAP2K_1	FASN	1	1	0.8252497	74.0592209	1	1	0.4910121	65.08069376	-1.687803	FASN.MAP2K_1	test	9.66875
DU-4475	breast	MAP2K_1	FASN	1	0.028250627	1.7290652	0	1	1	10	87.80010851	16.54753	FASN.MAP2K_1	test	1.4743955
HCC1187	breast	MAP2K_1	FASN	1	0.15358874	1.0196398	47.81467606	1	1	0	100	21.39638	FASN.MAP2K_1	test	6.0990252
HCC1806	breast	MAP2K_1	FASN	1	0.275193827	1.3659331	34.73786969	1	1	2.9761784	90.80220515	39.26589	FASN.MAP2K_1	test	9.960057
MDA-MB-468	breast	MAP2K_1	FASN	1	1	0	100	1	0.286538711	10	93.79978188	34.64515	FASN.MAP2K_1	test	25.610186
M14	melanoma	MAP2K_1	FASN	1	0.219948831	0.7340054	0	1	0.065177882	0.5088835	63.31031367	13.93111	FASN.MAP2K_1	test	14.887277
BT-20	breast	MTOR_1	FASN	1	0.601417428	1.0395138	0	1	1	0.6206995	14.38614165	20.95137	FASN.MTOR_1	test	14.317725
CAMA-1	breast	MTOR_1	FASN	1	0.470557415	1.3471089	8.64839115	1	0.098652616	10	87.44991108	-4.274192	FASN.MTOR_1	test	-7.136065
HCC1806	breast	MTOR_1	FASN	1	0.068121354	2.7899497	27.90103849	1	0.051204902	10	75.08011603	-50.13962	FASN.MTOR_1	test	4.8404574
HCC1937	breast	MTOR_1	FASN	1	1	0.8008576	62.47225474	1	1	0	100	5.170153	FASN.MTOR_1	test	1.2116654
MDA-MB-453	breast	MTOR_1	FASN	1	0.269569712	10	13.09913294	1	0.277951711	10	84.89976351	-18.48231	FASN.MTOR_1	test	-4.278018
MDA-MB-468	breast	MTOR_1	FASN	1	0.016354081	10	88.35297971	1	0.094608347	10	85.19988279	-1.167269	FASN.MTOR_1	test	-3.482537
MFM-223	breast	MTOR_1	FASN	1	0.215662542	2.2712905	29.97912093	1	0.102619622	10	85.99986448	-12.12396	FASN.MTOR_1	test	-9.252891
HCC1143	breast	FGFR	AKT	1	0.012378913	1.625658	94.61318194	1	0.158795965	0.9752402	72.14112106	3.699644	AKT.FGFR	test	3.2187076
HCC1428	breast	FGFR	AKT	1	1	0	100	1	0.056046019	10	93.80451759	-6.306803	AKT.FGFR	test	-4.9034
HCC38	breast	FGFR	AKT	1	0.102276552	10	76.79976406	1	1	10	74.2002999	-24.15664	AKT.FGFR	test	8.212018
KATOIII	stomach	FGFR	AKT	0.01	0.003674822	10	18.19629763	3	0.326902256	2.7615301	41.55803744	-16.86898	AKT.FGFR	test	5.4673424
MDA-MB-231	breast	FGFR	AKT	1	1	0	100	1	0.368007335	10	87.79944293	10.25867	AKT.FGFR	test	-2.1073408
MDA-MB-436	breast	FGFR	AKT	1	0.274552265	2.9280441	90.39374839	1	0.178233959	3.6047608	77.28303191	2.323089	AKT.FGFR	test	0.5577348
MDA-MB-468	breast	FGFR	AKT	1	1	0	100	1	0.30506366	10	43.69956694	-8.765091	AKT.FGFR	test	20.194895
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	FGFR	AKT	3	0.069450068	3.4037957	68.08554204	3	0.349319928	1.4734397	37.47236707	51.87377	AKT.FGFR	test	10.960603
RT4	Bladder	FGFR	AKT	3	0.901795991	0.6565343	7.43858466	3	1	0	100	-16.65624	AKT.FGFR	test	36.054585
NCI-SNU-16	stomach	FGFR	AKT	0.01	0.00527697	3.9446063	31.61466819	3	1.132389324	10	86.59920979	0.1457531	AKT.FGFR	test	6.487308
J82	Bladder	FGFR	BCL2_BCL2L1	3	0.128753983	1.0266093	58.56859323	3	1.017638737	10	80.49959744	30.56837	BCL2_BCL2L1.FGFR	test	6.4671774
MCF7	breast	FGFR	BCL2_BCL2L1	3	2.527523849	0.7788233	0	3	0.042913776	2.9034541	76.2105408	-0.4202642	BCL2_BCL2L1.FGFR	test	4.8044724
NCI-H1703	lung_NSCLC_adenocarcinoma	FGFR	BCL2_BCL2L1	3	1.696629794	1.1204084	0	3	3	0.6194019	38.40292944	16.44139	BCL2_BCL2L1.FGFR	test	-9.579922
NCI-SNU-16	stomach	FGFR	BCL2_BCL2L1	0.01	0.004845681	4.1787408	28.3917496	3	0.404821543	0.7421282	79.0096177	11.42904	BCL2_BCL2L1.FGFR	test	6.532295
SW780	Bladder	FGFR	BCL2_BCL2L1	3	0.600914439	0.4539231	0	3	0.105351647	0.7388066	43.01434954	46.80484	BCL2_BCL2L1.FGFR	test	6.6372433
TCCSUP	Bladder	FGFR	BCL2_BCL2L1	3	0.038736773	1.6108175	58.9379396	3	3	10	88.00007464	55.91841	BCL2_BCL2L1.FGFR	test	2.4497876
VM-CUB-1	Bladder	FGFR	BCL2_BCL2L1	3	1	0	100	3	0.315485908	10	63.90009295	-18.48635	BCL2_BCL2L1.FGFR	test	-2.806477
CAL-120	breast	FGFR	BCL2_BCL2L1_BCL2L2	3	0.08050442	0.4345932	29.45440493	3	0.457114767	1.582873	0	4.815933	BCL2_BCL2L1_BCL2L2.FGFR	test	8.965561
HCC1500	breast	FGFR	BCL2_BCL2L1_BCL2L2	1	0.02179156	1.0353823	66.85493887	1	0.056034986	1.3772561	0	25.22466	BCL2_BCL2L1_BCL2L2.FGFR	test	4.9903865
MCF7	breast	FGFR	BCL2_BCL2L1_BCL2L2	1	1	1.706194	90.31785819	1	1	0	100	4.425951	BCL2_BCL2L1_BCL2L2.FGFR	test	4.431804
RT4	Bladder	FGFR	BCL2_BCL2L1_BCL2L2	3	0.438983493	0.8996963	24.86835461	3	3	1.4623864	48.16167043	39.77216	BCL2_BCL2L1_BCL2L2.FGFR	test	35.093773
T47D	breast	FGFR	BCL2_BCL2L1_BCL2L2	1	1	4.4298488	70.6003789	1	0.0001	0.1	94.48716809	-4.429271	BCL2_BCL2L1_BCL2L2.FGFR	test	-4.074158
CAL-120	breast	FGFR	Chloroquine	3	0.052188422	0.7273295	45.33415305	3	3	0.6316712	44.10550485	4.837308	Chloroquine.FGFR	test	-4.0506225
HCC1500	breast	FGFR	Chloroquine	1	0.112320546	0.8835055	51.50470571	1	0.974443885	1.4426556	13.80007098	32.67828	Chloroquine.FGFR	test	-3.6309078
KATOIII	stomach	FGFR	Chloroquine	0.01	0.003699937	10	16.69597819	3	3	10	85.40053506	5.90908	Chloroquine.FGFR	test	-10.764993
MCF7	breast	FGFR	Chloroquine	1	1	10	91.80000244	1	0.300001185	10	93.39995089	24.53423	Chloroquine.FGFR	test	-6.9403987
NCI-SNU-16	stomach	FGFR	Chloroquine	0.01	0.004205411	10	37.18913399	3	1.170368182	10	83.69866791	6.92986	Chloroquine.FGFR	test	-7.306788
MCF7	breast	FGFR	ERBB	3	1.055432898	10	51.39858509	3	0.143007504	10	80.59657824	20.76178	ERBB.FGFR	test	31.137522
NCI-H1703	lung_NSCLC_adenocarcinoma	FGFR	ERBB	3	1.914887956	1.3576153	0	3	1.589809804	1.3337343	0	43.461	ERBB.FGFR	test	18.79562
BT-20	breast	MTOR_1	FGFR	1	0.491638788	1.30012	3.00993179	1	1	1.1400331	85.42017293	6.247619	FGFR.MTOR_1	test	20.194954
BT-549	breast	MTOR_1	FGFR	1	0.275703149	1.2131964	10.26619657	1	0.062319864	0.8418638	62.43453683	12.56674	FGFR.MTOR_1	test	-0.43006033
CAL-120	breast	MTOR_1	FGFR	0.3	0.123377999	1.4948616	50.7146178	3	0.309683228	0.340574	16.6662418	12.43558	FGFR.MTOR_1	test	7.6293006
CAMA-1	breast	MTOR_1	FGFR	1	0.300003197	3.3374155	22.53873766	1	1	10	94.80011357	-2.875934	FGFR.MTOR_1	test	0.22215015
DU-4475	breast	MTOR_1	FGFR	1	0.181508585	2.0430655	6.79512206	1	1	0	100	10.22123	FGFR.MTOR_1	test	4.49528
HCC1806	breast	MTOR_1	FGFR	1	0.238277968	2.0989103	13.83179252	1	1	0	100	17.79513	FGFR.MTOR_1	test	14.658695
HCC38	breast	MTOR_1	FGFR	1	0.315061378	10	67.09965315	1	0.14464129	10	78.39329543	23.34218	FGFR.MTOR_1	test	2.8096168
KATOIII	stomach	MTOR_1	FGFR	1	0.257290227	1.546737	21.56515954	0.01	0.004324859	3.5780222	14.33438576	-0.1216403	FGFR.MTOR_1	test	11.489514
MDA-MB-436	breast	MTOR_1	FGFR	1	0.141328283	0.8992341	10.82836125	1	0.100872139	0.7395487	86.27551428	1.270647	FGFR.MTOR_1	test	3.603284
MDA-MB-468	breast	MTOR_1	FGFR	1	1	10	67.20008745	1	1	0	100	3.196663	FGFR.MTOR_1	test	11.377545
NCI-H1703	lung_NSCLC_adenocarcinoma	MTOR_1	FGFR	1	0.165941973	0.9503775	7.89123883	3	2.064825438	1.2621054	0	32.70239	FGFR.MTOR_1	test	1.578681
BT-474	breast	MTOR_3	FGFR	1	0.0001	0.1	6.11151053	1	1	0	100	0.8801305	FGFR.MTOR_3	test	8.649804
CAL-120	breast	MTOR_3	FGFR	1	0.000690569	0.5148125	41.31891186	3	0.03760746	0.7763684	45.43537598	63.93568	FGFR.MTOR_3	test	1.2005775
DMS-114	lung_small_cell_carcinoma	MTOR_3	FGFR	3	0.0003	0.1	3.3493312	3	0.165823872	2.327876	14.87035018	20.37811	FGFR.MTOR_3	test	5.08402
HCC1419	breast	MTOR_3	FGFR	1	0.009074041	10	60.02494209	1	1	0	100	-13.82901	FGFR.MTOR_3	test	6.7243314
MDA-MB-361	breast	MTOR_3	FGFR	1	0.0001	0.1	40.35875092	1	1	0.5166371	61.46758164	0.2884879	FGFR.MTOR_3	test	6.359316
BT-474	breast	PIK3C_MTOR	FGFR	1	0.146643631	1.839773	0	1	1	0	100	2.846345	FGFR.PIK3C_MTOR	test	12.487718
KMS-11	myeloma	PIK3C_MTOR	FGFR	1	1	0	100	0.03	0.016754481	2.1685799	27.03077135	-17.36994	FGFR.PIK3C_MTOR	test	0.3559764
NCI-H1703	lung_NSCLC_adenocarcinoma	PIK3C_MTOR	FGFR	1	0.320743726	10	83.69978655	3	1.949803283	1.0910152	0	35.0045	FGFR.PIK3C_MTOR	test	0.15635592
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	PIK3C_MTOR	FGFR	1	0.33612893	10	90.3997731	3	0.113127755	0.9702104	60.50774832	12.3666	FGFR.PIK3C_MTOR	test	4.4286265
T47D	breast	PIK3C_MTOR	FGFR	1	0.030828427	10	54.19992088	1	1	10	86.60013704	-5.217095	FGFR.PIK3C_MTOR	test	-4.5495925
CAL-120	breast	Proteasome_2	FGFR	0.3	0.001393334	2.5378998	0.34785353	3	0.181829772	0.3931472	27.87016174	-13.96911	FGFR.Proteasome_2	test	-2.7331862
CAMA-1	breast	Proteasome_2	FGFR	1	0.004810408	2.7922099	11.21240525	1	1	0	100	4.602385	FGFR.Proteasome_2	test	-4.735627
HCC1500	breast	Proteasome_2	FGFR	1	0.008096657	10	0	1	0.070812452	0.968439	54.19923362	6.785091	FGFR.Proteasome_2	test	-2.2728038
KATOIII	stomach	Proteasome_2	FGFR	0.1	0.001917732	4.5780822	2.12120764	0.01	0.003569276	10	19.49728944	-0.04059832	FGFR.Proteasome_2	test	-1.3616728
RT4	Bladder	Proteasome_2	FGFR	0.1	0.003251414	10	0	3	0.484613896	0.8537237	29.08620087	17.66158	FGFR.Proteasome_2	test	16.24459
NCI-H1703	lung_NSCLC_adenocarcinoma	WNT	FGFR	3	0.780431691	1.2023511	0	3	1.921427232	1.3116767	0	29.92368	FGFR.WNT	test	-1.775013
RT4	Bladder	WNT	FGFR	3	0.970238159	2.9650624	0	3	0.278082469	1.0204617	32.07378146	57.92375	FGFR.WNT	test	28.07452
NCI-SNU-16	stomach	WNT	FGFR	3	0.177447252	2.5239365	6.65128619	0.01	0.008542878	2.3028035	0	-4.284508	FGFR.WNT	test	15.346142
BFTC-905	Bladder	Gemcitabine	ATM	0.1	0.001119269	4.9677712	1.2667002	3	1.193956035	1.418521	45.12582576	2.02294	ATM.Gemcitabine	test	13.996425
HT-1376	Bladder	Gemcitabine	ATM	0.1	0.004604623	1.6449825	20.1735471	3	0.311695308	10	81.99991317	-9.291977	ATM.Gemcitabine	test	-2.6453815
UM-UC-3	Bladder	Gemcitabine	ATM	0.1	0.009585671	2.8608157	1.51434602	3	0.942662984	10	76.99978034	5.74571	ATM.Gemcitabine	test	4.6796885
KU-19-19	Bladder	Gemcitabine	BCL2_BCL2L1	0.1	0.002846132	10	9.33315727	3	3	0.5493417	37.58485986	32.29995	BCL2_BCL2L1.Gemcitabine	test	-6.154716
SW780	Bladder	Gemcitabine	BCL2_BCL2L1	0.1	0.001773938	2.783559	11.38417788	0.3	0.023642214	0.7411053	12.02451461	48.43938	BCL2_BCL2L1.Gemcitabine	test	-1.0333425
TCCSUP	Bladder	Gemcitabine	BCL2_BCL2L1	0.1	0.002567268	3.6819074	8.35443737	3	1.113541251	10	88.59942985	30.28608	BCL2_BCL2L1.Gemcitabine	test	-7.1043983
647-V	Bladder	Gemcitabine	ERBB	0.1	0.003813652	4.0848913	0	0.1	0.021197051	1.9015906	73.06520789	5.953021	ERBB.Gemcitabine	test	-1.2657695
KU-19-19	Bladder	Gemcitabine	ERBB	0.1	0.002669621	4.3029959	8.31171142	3	1	0	100	1.425792	ERBB.Gemcitabine	test	-3.9814525
UM-UC-3	Bladder	Gemcitabine	ERBB	0.1	0.008695758	2.8318484	1.14813216	3	3	1.8060911	53.57110495	-4.236583	ERBB.Gemcitabine	test	2.5352604
SW780	Bladder	PARP1	Gemcitabine	3	1	0	100	0.1	0.00323198	2.0949587	20.33603879	0.6545474	Gemcitabine.PARP1	test	-1.6133375
T-24	Bladder	PARP1	Gemcitabine	3	2.39523324	2.0060603	0	0.1	0.001344596	10	48.84624786	7.956834	Gemcitabine.PARP1	test	-6.5739026
VM-CUB-1	Bladder	PARP1	Gemcitabine	3	3	1.3560365	65.14926667	0.1	0.005038575	3.2340601	5.51063151	3.415196	Gemcitabine.PARP1	test	2.1154146
J82	Bladder	HDAC_4	ATR_4	3	1.258491572	1.9426033	14.88693781	3	1.177027885	10	58.49641242	-24.4257	ATR_4.HDAC_4	test	-14.135787
SW780	Bladder	HDAC_4	ATR_4	3	0.4801727	0.5520999	9.3888539	3	0.0003	0.1	80.34459892	17.07402	ATR_4.HDAC_4	test	-13.223168
UM-UC-3	Bladder	HDAC_4	ATR_4	3	2.044737086	1.9979162	0	3	0.970733998	1.8756327	50.92871736	-0.7545304	ATR_4.HDAC_4	test	-11.983168
647-V	Bladder	PARP1	HDAC_4	3	1.28167463	2.9720481	88.87733407	3	1.142735135	4.576454	26.1190046	17.14573	HDAC_4.PARP1	test	2.9561186
BFTC-905	Bladder	PARP1	HDAC_4	3	3	0.8318248	37.91579885	3	0.389938528	1.1851794	7.56212161	1.09568	HDAC_4.PARP1	test	17.071297
HT-1197	Bladder	PARP1	HDAC_4	3	3	0.4478073	13.43022846	3	1.029591632	1.4645972	2.77224068	1.82154	HDAC_4.PARP1	test	6.3140707
TCCSUP	Bladder	PARP1	HSP90	3	1.513041967	1.8244751	61.76642967	0.3	0.160630233	1.7140687	0	47.26884	HSP90.PARP1	test	7.207869
Calu-6	lung_NSCLC_adenocarcinoma	IAP	ATR_4	1	0.012641843	0.1	33.18213974	3	1.163284078	10	55.6965953	-24.08678	ATR_4.IAP	test	1.0947776
NCI-H1299	lung_NSCLC_large cell	IAP	ATR_4	1	0.069336659	0.9728287	33.64007252	3	1.146518007	10	41.3961028	23.14916	ATR_4.IAP	test	9.27171
